,id,a,R_high,freq,frame,rotation
2033,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr013,-0.94,20,230,13,0
2034,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr014,-0.94,20,230,14,0
2035,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr015,-0.94,20,230,15,0
2036,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr016,-0.94,20,230,16,0
2037,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr017,-0.94,20,230,17,0
2038,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr018,-0.94,20,230,18,0
2039,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr019,-0.94,20,230,19,0
2040,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr020,-0.94,20,230,20,0
2041,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr021,-0.94,20,230,21,0
2042,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr022,-0.94,20,230,22,0
2043,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr023,-0.94,20,230,23,0
2044,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr024,-0.94,20,230,24,0
2045,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr025,-0.94,20,230,25,0
2046,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr026,-0.94,20,230,26,0
2047,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr027,-0.94,20,230,27,0
2048,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr028,-0.94,20,230,28,0
2049,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr029,-0.94,20,230,29,0
2050,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr030,-0.94,20,230,30,0
2051,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr031,-0.94,20,230,31,0
2052,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr032,-0.94,20,230,32,0
2053,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr033,-0.94,20,230,33,0
2054,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr034,-0.94,20,230,34,0
2055,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr035,-0.94,20,230,35,0
2056,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr036,-0.94,20,230,36,0
2057,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr037,-0.94,20,230,37,0
2058,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr038,-0.94,20,230,38,0
2059,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr039,-0.94,20,230,39,0
2060,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr040,-0.94,20,230,40,0
2061,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr041,-0.94,20,230,41,0
2062,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr042,-0.94,20,230,42,0
2063,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr043,-0.94,20,230,43,0
2064,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr044,-0.94,20,230,44,0
2065,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr045,-0.94,20,230,45,0
2066,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr046,-0.94,20,230,46,0
2067,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr047,-0.94,20,230,47,0
2068,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr048,-0.94,20,230,48,0
2069,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr049,-0.94,20,230,49,0
2070,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr050,-0.94,20,230,50,0
2071,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr051,-0.94,20,230,51,0
2072,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr052,-0.94,20,230,52,0
2073,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr053,-0.94,20,230,53,0
2074,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr054,-0.94,20,230,54,0
2075,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr055,-0.94,20,230,55,0
2076,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr056,-0.94,20,230,56,0
2077,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr057,-0.94,20,230,57,0
2078,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr058,-0.94,20,230,58,0
2079,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr059,-0.94,20,230,59,0
2080,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr060,-0.94,20,230,60,0
2081,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr061,-0.94,20,230,61,0
2082,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr062,-0.94,20,230,62,0
2083,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr063,-0.94,20,230,63,0
2084,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr064,-0.94,20,230,64,0
2085,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr065,-0.94,20,230,65,0
2086,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr066,-0.94,20,230,66,0
2087,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr067,-0.94,20,230,67,0
2088,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr068,-0.94,20,230,68,0
2089,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr069,-0.94,20,230,69,0
2090,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr070,-0.94,20,230,70,0
2091,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr071,-0.94,20,230,71,0
2092,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr072,-0.94,20,230,72,0
2093,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr073,-0.94,20,230,73,0
2094,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr074,-0.94,20,230,74,0
2095,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr075,-0.94,20,230,75,0
2096,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr076,-0.94,20,230,76,0
2097,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr077,-0.94,20,230,77,0
2098,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr078,-0.94,20,230,78,0
2099,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr079,-0.94,20,230,79,0
2100,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr080,-0.94,20,230,80,0
2101,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr081,-0.94,20,230,81,0
2102,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr082,-0.94,20,230,82,0
2103,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr083,-0.94,20,230,83,0
2104,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr084,-0.94,20,230,84,0
2105,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr085,-0.94,20,230,85,0
2106,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr086,-0.94,20,230,86,0
2107,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr087,-0.94,20,230,87,0
2108,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr088,-0.94,20,230,88,0
2109,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr089,-0.94,20,230,89,0
2110,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr090,-0.94,20,230,90,0
2111,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr091,-0.94,20,230,91,0
2112,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr092,-0.94,20,230,92,0
2113,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr093,-0.94,20,230,93,0
2114,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr094,-0.94,20,230,94,0
2115,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr095,-0.94,20,230,95,0
2116,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr096,-0.94,20,230,96,0
2117,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr097,-0.94,20,230,97,0
2118,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr098,-0.94,20,230,98,0
2119,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr099,-0.94,20,230,99,0
2120,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=230_fr100,-0.94,20,230,100,0
2121,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr000,-0.94,20,345,0,0
2122,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr001,-0.94,20,345,1,0
2123,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr002,-0.94,20,345,2,0
2124,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr003,-0.94,20,345,3,0
2125,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr004,-0.94,20,345,4,0
2126,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr005,-0.94,20,345,5,0
2127,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr006,-0.94,20,345,6,0
2128,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr007,-0.94,20,345,7,0
2129,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr008,-0.94,20,345,8,0
2130,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr009,-0.94,20,345,9,0
2131,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr010,-0.94,20,345,10,0
2132,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr011,-0.94,20,345,11,0
2133,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr012,-0.94,20,345,12,0
2134,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr013,-0.94,20,345,13,0
2135,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr014,-0.94,20,345,14,0
2136,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr015,-0.94,20,345,15,0
2137,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr016,-0.94,20,345,16,0
2138,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr017,-0.94,20,345,17,0
2139,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr018,-0.94,20,345,18,0
2140,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr019,-0.94,20,345,19,0
2141,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr020,-0.94,20,345,20,0
2142,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr021,-0.94,20,345,21,0
2143,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr022,-0.94,20,345,22,0
2144,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr023,-0.94,20,345,23,0
2145,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr024,-0.94,20,345,24,0
2146,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr025,-0.94,20,345,25,0
2147,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr026,-0.94,20,345,26,0
2148,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr027,-0.94,20,345,27,0
2149,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr028,-0.94,20,345,28,0
2150,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr029,-0.94,20,345,29,0
2151,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr030,-0.94,20,345,30,0
2152,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr031,-0.94,20,345,31,0
2153,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr032,-0.94,20,345,32,0
2154,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr033,-0.94,20,345,33,0
2155,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr034,-0.94,20,345,34,0
2156,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr035,-0.94,20,345,35,0
2157,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr036,-0.94,20,345,36,0
2158,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr037,-0.94,20,345,37,0
2159,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr038,-0.94,20,345,38,0
2160,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr039,-0.94,20,345,39,0
2161,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr040,-0.94,20,345,40,0
2162,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr041,-0.94,20,345,41,0
2163,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr042,-0.94,20,345,42,0
2164,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr043,-0.94,20,345,43,0
2165,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr044,-0.94,20,345,44,0
2166,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr045,-0.94,20,345,45,0
2167,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr046,-0.94,20,345,46,0
2168,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr047,-0.94,20,345,47,0
2169,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr048,-0.94,20,345,48,0
2170,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr049,-0.94,20,345,49,0
2171,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr050,-0.94,20,345,50,0
2172,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr051,-0.94,20,345,51,0
2173,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr052,-0.94,20,345,52,0
2174,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr053,-0.94,20,345,53,0
2175,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr054,-0.94,20,345,54,0
2176,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr055,-0.94,20,345,55,0
2177,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr056,-0.94,20,345,56,0
2178,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr057,-0.94,20,345,57,0
2179,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr058,-0.94,20,345,58,0
2180,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr059,-0.94,20,345,59,0
2181,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr060,-0.94,20,345,60,0
2182,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr061,-0.94,20,345,61,0
2183,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr062,-0.94,20,345,62,0
2184,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr063,-0.94,20,345,63,0
2185,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr064,-0.94,20,345,64,0
2186,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr065,-0.94,20,345,65,0
2187,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr066,-0.94,20,345,66,0
2188,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr067,-0.94,20,345,67,0
2189,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr068,-0.94,20,345,68,0
2190,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr069,-0.94,20,345,69,0
2191,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr070,-0.94,20,345,70,0
2192,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr071,-0.94,20,345,71,0
2193,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr072,-0.94,20,345,72,0
2194,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr073,-0.94,20,345,73,0
2195,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr074,-0.94,20,345,74,0
2196,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr075,-0.94,20,345,75,0
2197,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr076,-0.94,20,345,76,0
2198,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr077,-0.94,20,345,77,0
2199,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr078,-0.94,20,345,78,0
2200,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr079,-0.94,20,345,79,0
2201,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr080,-0.94,20,345,80,0
2202,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr081,-0.94,20,345,81,0
2203,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr082,-0.94,20,345,82,0
2204,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr083,-0.94,20,345,83,0
2205,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr084,-0.94,20,345,84,0
2206,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr085,-0.94,20,345,85,0
2207,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr086,-0.94,20,345,86,0
2208,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr087,-0.94,20,345,87,0
2209,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr088,-0.94,20,345,88,0
2210,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr089,-0.94,20,345,89,0
2211,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr090,-0.94,20,345,90,0
2212,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr091,-0.94,20,345,91,0
2213,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr092,-0.94,20,345,92,0
2214,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr093,-0.94,20,345,93,0
2215,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr094,-0.94,20,345,94,0
2216,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr095,-0.94,20,345,95,0
2217,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr096,-0.94,20,345,96,0
2218,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr097,-0.94,20,345,97,0
2219,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr098,-0.94,20,345,98,0
2220,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr099,-0.94,20,345,99,0
2221,M87_SANE_a=-0.94_inc=163_Rhigh=020_freq=345_fr100,-0.94,20,345,100,0
2222,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr000,-0.94,40,230,0,0
2223,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr001,-0.94,40,230,1,0
2224,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr002,-0.94,40,230,2,0
2225,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr003,-0.94,40,230,3,0
2226,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr004,-0.94,40,230,4,0
2227,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr005,-0.94,40,230,5,0
2228,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr006,-0.94,40,230,6,0
2229,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr007,-0.94,40,230,7,0
2230,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr008,-0.94,40,230,8,0
2231,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr009,-0.94,40,230,9,0
2232,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr010,-0.94,40,230,10,0
2233,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr011,-0.94,40,230,11,0
2234,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr012,-0.94,40,230,12,0
2235,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr013,-0.94,40,230,13,0
2236,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr014,-0.94,40,230,14,0
2237,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr015,-0.94,40,230,15,0
2238,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr016,-0.94,40,230,16,0
2239,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr017,-0.94,40,230,17,0
2240,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr018,-0.94,40,230,18,0
2241,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr019,-0.94,40,230,19,0
2242,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr020,-0.94,40,230,20,0
2243,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr021,-0.94,40,230,21,0
2244,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr022,-0.94,40,230,22,0
2245,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr023,-0.94,40,230,23,0
2246,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr024,-0.94,40,230,24,0
2247,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr025,-0.94,40,230,25,0
2248,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr026,-0.94,40,230,26,0
2249,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr027,-0.94,40,230,27,0
2250,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr028,-0.94,40,230,28,0
2251,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr029,-0.94,40,230,29,0
2252,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr030,-0.94,40,230,30,0
2253,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr031,-0.94,40,230,31,0
2254,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr032,-0.94,40,230,32,0
2255,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr033,-0.94,40,230,33,0
2256,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr034,-0.94,40,230,34,0
2257,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr035,-0.94,40,230,35,0
2258,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr036,-0.94,40,230,36,0
2259,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr037,-0.94,40,230,37,0
2260,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr038,-0.94,40,230,38,0
2261,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr039,-0.94,40,230,39,0
2262,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr040,-0.94,40,230,40,0
2263,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr041,-0.94,40,230,41,0
2264,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr042,-0.94,40,230,42,0
2265,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr043,-0.94,40,230,43,0
2266,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr044,-0.94,40,230,44,0
2267,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr045,-0.94,40,230,45,0
2268,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr046,-0.94,40,230,46,0
2269,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr047,-0.94,40,230,47,0
2270,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr048,-0.94,40,230,48,0
2271,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr049,-0.94,40,230,49,0
2272,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr050,-0.94,40,230,50,0
2273,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr051,-0.94,40,230,51,0
2274,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr052,-0.94,40,230,52,0
2275,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr053,-0.94,40,230,53,0
2276,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr054,-0.94,40,230,54,0
2277,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr055,-0.94,40,230,55,0
2278,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr056,-0.94,40,230,56,0
2279,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr057,-0.94,40,230,57,0
2280,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr058,-0.94,40,230,58,0
2281,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr059,-0.94,40,230,59,0
2282,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr060,-0.94,40,230,60,0
2283,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr061,-0.94,40,230,61,0
2284,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr062,-0.94,40,230,62,0
2285,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr063,-0.94,40,230,63,0
2286,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr064,-0.94,40,230,64,0
2287,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr065,-0.94,40,230,65,0
2288,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr066,-0.94,40,230,66,0
2289,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr067,-0.94,40,230,67,0
2290,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr068,-0.94,40,230,68,0
2291,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr069,-0.94,40,230,69,0
2292,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr070,-0.94,40,230,70,0
2293,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr071,-0.94,40,230,71,0
2294,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr072,-0.94,40,230,72,0
2295,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr073,-0.94,40,230,73,0
2296,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr074,-0.94,40,230,74,0
2297,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr075,-0.94,40,230,75,0
2298,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr076,-0.94,40,230,76,0
2299,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr077,-0.94,40,230,77,0
2300,M87_SANE_a=-0.94_inc=163_Rhigh=040_freq=230_fr078,-0.94,40,230,78,0
